UUIDFactura,Nombre_Receptor,RFC_Receptor,Nombre_Emisor,RFC_Emisor,Concepto,FechaEmision,Monto,MetodoPago,Vigencia,DivisaFactura
9F2A276A62B34C6D83FCEB4D069D221F,V**** H****M****,MOM010101**4,C**** S****S****,CSS010101**0,,16/03/2023,3111.6,PUE,No definido,MXN
9E7662121A0744D4912BEC8B6648F0D5,J**** A****R****,ROZ010101**2,C**** S****S****,CSS010101**0,,28/02/2023,5653.51,PUE,No definido,MXN
9E40386C211E454494BD73D19DE07E67,C**** S****S****,CSS010101**0,H**** D****P****,HDS010101**9,,15/08/2023,114927.03,PUE,No definido,MXN
9DFFBBF3D64742E08EC7BBF9A3EA1F62,C**** S****S****,CSS010101**0,T****,6.71E+08,,23/03/2023,1919,PUE,No definido,MXN
9D756F6F50CE4517BFA6EAEC60BA7620,M**** L****M****,MOR010101**7,C**** S****S****,CSS010101**0,,06/11/2023,3111.6,PUE,30/11/2023,MXN
9D5D1157E5204179818C1C1150F628CE,C**** S****S****,CSS010101**0,H**** D****P****,HDS010101**9,,29/06/2023,114926.87,PUE,No definido,MXN
9D18B2EE57AF4E84BC1450EB6D3F2A2F,C**** S****S****,CSS010101**0,E**** A****R****,ROE010101**2,,30/01/2023,3597.67,PUE,No definido,MXN
9C7C885CC4C14EDD972220AB1A2A32E9,S**** B****F****,SBF010101**0,S****,STE010101**8,,01/09/2023,5800,PPD,No definido,MXN
9C2E9F66D9164B00A6A1CF533E2840B0,D**** M****L****,MAL010101**4,C**** S****S****,CSS010101**0,,15/07/2023,3948.41,PUE,No definido,MXN
9C2D093D5E054D1EB31C7E81AECDAC97,A**** I****E****,EOR010101**1,C**** S****S****,CSS010101**0,,21/02/2023,2825.88,PUE,No definido,MXN
9C2CF4B65C174D3AB236CE53ECC96ADB,R**** M****T****,MOT010101**1,C**** S****S****,CSS010101**0,,31/08/2023,5416.81,PUE,No definido,MXN
9BA8F1BE1C0648D184646F76429B363D,C**** S****S****,CSS010101**0,E**** A****R****,ROE010101**2,,02/06/2023,885,PUE,No definido,MXN
9B840AF7A45B444395D422B4358AC565,C**** S****S****,CSS010101**0,T**** H****A****,THV010101**6,,14/09/2023,150758.56,PPD,No definido,MXN
9AEBE7B2D4464F9583B00E4C105BE77D,M**** L****M****,MOR010101**7,C**** S****S****,CSS010101**0,,02/10/2023,3111.6,PUE,31/10/2023,MXN
9AB2FFC991FF4A149DA60763A08D3F51,C**** S****S****,CSS010101**0,H**** D****P****,HDS010101**9,,15/08/2023,62344.79,PUE,No definido,MXN
9A921D5A3490403C9CC1467CD5B6EE2E,S**** B****F****,SBF010101**0,B**** S****M****,BSM010101**8,,30/09/2023,810.84,PUE,No definido,MXN
9A73AB3F2FAE4ECFBC173ABD664367C8,S**** B****F****,SBF010101**0,S**** D****T****,STP010101**6,,10/02/2023,4164.28,PUE,No definido,MXN
9A53B3997F3247EBA5946CC05BC8AE2C,C**** S****S****,CSS010101**0,D**** L****G****,GAC010101**2,,30/03/2023,69636.21,PUE,No definido,MXN
991AC4F574294829AF975D1CEF48DE83,C**** S****S****,CSS010101**0,G****,GLO010101**1,,28/03/2023,41239.16,PPD,No definido,MXN
98C8420903314864AD7FAF3AD1DC565A,C**** S****S****,CSS010101**0,C**** S****Y****,CSS010101**0,,19/09/2023,56840,PUE,No definido,MXN
9864B7C165E04ECA92A180910B04F79B,V**** H****M****,MOM010101**4,C**** S****S****,CSS010101**0,,05/04/2023,3111.6,PUE,No definido,MXN
981D0DFA258142D198BE8914208EFBD1,J**** A****R****,ROZ010101**2,C**** S****S****,CSS010101**0,,16/01/2023,5629.86,PUE,No definido,MXN
97D95E9FBD734E559D61D5400199F8D3,C**** S****S****,CSS010101**0,T**** T****S****,TTS010101**9,,29/06/2023,87580,PUE,No definido,MXN
97D35976BC6841C5999656A538C30802,A**** I****E****,EOR010101**1,C**** S****S****,CSS010101**0,,03/05/2023,3111.6,PUE,No definido,MXN
979D5AED14D549C0BC62D5DB4922B960,A**** I****E****,EOR010101**1,C**** S****S****,CSS010101**0,,16/03/2023,3111.6,PUE,No definido,MXN
978A89401CA5404E884A65A51F61D809,C**** S****S****,CSS010101**0,T**** H****A****,THV010101**6,,30/08/2023,154227.87,PUE,No definido,MXN
9789AE4C7CF44072B427727A19376495,V**** H****M****,MOM010101**4,C**** S****S****,CSS010101**0,,16/05/2023,3111.6,PUE,No definido,MXN
976CB3F8B9FE456BAC663BDE551764EE,J**** A****R****,ROZ010101**2,C**** S****S****,CSS010101**0,,31/08/2023,5619.82,PUE,No definido,MXN
971E46D7A69243EFBDCE0F7B9BEE5388,J**** J****A****,AEB010101**7,C**** S****S****,CSS010101**0,,08/08/2023,5134.04,PUE,No definido,MXN
9680C5A0CD9F496A842B0B25BF9250B4,C**** S****S****,CSS010101**0,M****,MCO010101**2,,03/05/2023,4756,PUE,No definido,MXN
965810860DF857F1A008AB03322745D5,S**** B****F****,SBF010101**0,S**** F****E****,SFO010101**2,,10/04/2023,1506.84,PUE,No definido,MXN
9549D6DF02BC401E800425748190FE60,A**** I****E****,EOR010101**1,C**** S****S****,CSS010101**0,,01/02/2023,3146.71,PUE,No definido,MXN
9473DFC7C57C4D8B87EE5DF94552C9E1,S**** B****F****,SBF010101**0,S****,STE010101**8,,05/10/2023,5800,PPD,No definido,MXN
9382CD8DE45E428385F3C09F5E6B6955,C**** S****S****,CSS010101**0,T**** H****A****,THV010101**6,,14/07/2023,34655.05,PUE,No definido,MXN
932713A2CBEA43129AA651838FD18442,C**** S****S****,CSS010101**0,C**** G****M****,CGM010101**8,,07/09/2023,21112,PUE,No definido,MXN
927593D87A584FFE8C0B733523CA95F6,C**** S****S****,CSS010101**0,H**** A****Y****,HAA010101**1,,19/07/2023,11241.4,PPD,No definido,MXN
91F37185615646B5A96DD348E3B24C26,J**** A****R****,ROZ010101**2,C**** S****S****,CSS010101**0,,03/05/2023,5631.21,PUE,No definido,MXN
91892E8B0F484EC78D2C1C9D852127E8,C**** S****S****,CSS010101**0,S**** G****A****,SGD010101**1,,15/05/2023,101920.5,PPD,No definido,MXN
8FF2C67EB4BB441AA09C9E6625DEC1CE,V**** H****M****,MOM010101**4,C**** S****S****,CSS010101**0,,15/07/2023,3111.6,PUE,No definido,MXN
8FC6D7F52EA343C6A3E7031678512C91,D**** M****L****,MAL010101**4,C**** S****S****,CSS010101**0,,30/06/2023,3948.41,PUE,No definido,MXN
8F95FE8BE165401EA0CE8A285C879C28,C**** S****S****,CSS010101**0,T**** H****A****,THV010101**6,,15/03/2023,47265.46,PUE,No definido,MXN
8F7C46CA07F94097B2A651FE4FC1C5DD,C**** S****S****,CSS010101**0,T**** H****A****,THV010101**6,,12/10/2023,20248.83,PPD,No definido,MXN
8E393F13AC364213837DC717AEF7D9CC,C**** S****S****,CSS010101**0,G****,GLO010101**1,,17/02/2023,5898.6,PPD,No definido,MXN
8D7D1CAA3FBB4C188A2B404606CE238D,C**** S****S****,CSS010101**0,G****,GLO010101**1,,10/02/2023,34603.96,PPD,No definido,MXN
8D30A30B8D504DB2ADF883F95272976C,D**** M****L****,MAL010101**4,C**** S****S****,CSS010101**0,,16/03/2023,3948.41,PUE,No definido,MXN
8CDCF81D44A645E19996BDAB1341FE0F,C**** S****S****,CSS010101**0,F**** J****H****,1.91E+14,,23/03/2023,15000,PUE,No definido,MXN
8BDAFFE15DCC414592C4219251A59EB2,C**** S****S****,CSS010101**0,R**** K****E****,EAS010101**3,,25/05/2023,688.5,PUE,No definido,MXN
8AF155CF25434856AC87E0CAD7A13803,S**** B****F****,SBF010101**0,S****,STE010101**8,,02/05/2023,5800,PPD,No definido,MXN
8AC7B713098B44928830890B8D3AB483,C**** S****S****,CSS010101**0,T**** T****S****,TTS010101**9,,15/08/2023,100143.12,PUE,No definido,MXN
89C13682FAC44B97943AD3BEB96233EA,C**** S****S****,CSS010101**0,C**** S****Y****,CSS010101**0,,29/09/2023,102080,PUE,No definido,MXN
89AB1DD30BCF40D382B19327B3DB40AD,S**** B****F****,SBF010101**0,S****,STE010101**8,,04/08/2023,5800,PPD,No definido,MXN
89AA801B99AE4016880085005D1F12AA,C**** S****S****,CSS010101**0,H**** A****Y****,HAA010101**1,,17/04/2023,4814,PPD,No definido,MXN
87C68F25F850441699F3AE987575C7E1,C**** S****S****,CSS010101**0,H**** A****Y****,HAA010101**1,,13/06/2023,11241.4,PPD,No definido,MXN
85E5F4BD1AD749828D5497D5B0767629,C**** S****S****,CSS010101**0,T**** T****S****,TTS010101**9,,07/09/2023,13688,PUE,No definido,MXN
85D81374A0344D368D25530643280212,C**** S****S****,CSS010101**0,J**** R****B****,BAM010101**9,,09/08/2023,731,PUE,No definido,MXN
856F5F8C8A7B42AE8AC54777E50D69D2,R**** M****T****,MOT010101**1,C**** S****S****,CSS010101**0,,31/05/2023,5417.81,PUE,No definido,MXN
84DE5448A7864BB9A3616D37B56F21F3,S**** B****F****,SBF010101**0,B**** S****M****,BSM010101**8,,01/07/2023,810.84,PUE,No definido,MXN
8496B3A10FFA43AE96746F558988AA10,J**** A****R****,ROZ010101**2,C**** S****S****,CSS010101**0,,18/04/2023,5631.21,PUE,No definido,MXN
8311372E799D49B8982DB35F42A04339,A**** I****E****,EOR010101**1,C**** S****S****,CSS010101**0,,16/08/2023,3111.6,PUE,No definido,MXN
830229ED241D4D7ABFD04EAD9960D98D,C**** S****S****,CSS010101**0,T**** H****A****,THV010101**6,,29/06/2023,24627.72,PUE,No definido,MXN
8297E8DEF4F34B2694BDDDAB12D9AFE4,D**** M****L****,MAL010101**4,C**** S****S****,CSS010101**0,,31/08/2023,3940.53,PUE,No definido,MXN
826D998AB8CB419597B8AB1AFBAA9AD2,C**** S****S****,CSS010101**0,T**** H****A****,THV010101**6,,14/09/2023,34655.05,PPD,No definido,MXN
81D3B12A45A24A0FB2CA167CA60347D2,C**** S****S****,CSS010101**0,T**** H****A****,THV010101**6,,12/10/2023,160356.39,PPD,No definido,MXN
81797FB0FAF94695AB6754E3201E63E3,M**** L****M****,MOR010101**7,C**** S****S****,CSS010101**0,,31/05/2023,0,PUE,No definido,MXN
80F1A3FFAE7743EE8F4EEAEE567806DF,C**** S****S****,CSS010101**0,P****,PAD010101**3,,15/03/2023,2411.65,PUE,No definido,MXN
80A15F54A8C94D41962E69F9E4AE8F9B,C**** S****S****,CSS010101**0,G****,GLO010101**1,,13/06/2023,3282.8,PPD,No definido,MXN
80282FC25CDC4686920F927627067922,C**** S****S****,CSS010101**0,D**** E****M****,DEM010101**9,,01/02/2023,732.38,PUE,No definido,MXN
7F5A19FC6ED143B1A2D4A6D575E312B7,C**** S****S****,CSS010101**0,B**** I****S****,BII010101**1,,02/09/2023,208.8,PUE,No definido,MXN
7F3CE43B253E43DD9AB7DE0AE5C61A2E,S**** B****F****,SBF010101**0,S**** D****T****,STP010101**6,,04/07/2023,4158.95,PPD,No definido,MXN
7ED940989AAA46BE9212B1F3214C7949,C**** S****S****,CSS010101**0,O**** C****C****,OCC010101**7,,20/07/2023,4986.84,PUE,No definido,MXN
7E62732EDCE1497B83E65AFCB74C1350,C**** S****S****,CSS010101**0,T**** H****A****,THV010101**6,,14/09/2023,20248.83,PPD,No definido,MXN
7D4713FB6C9B4A5BA6513E1CBB999131,V**** H****M****,MOM010101**4,C**** S****S****,CSS010101**0,,02/10/2023,3111.6,PUE,31/10/2023,MXN
7BC60AECDE1443738A9AD4CB9CDAA17A,C**** S****S****,CSS010101**0,O****,OAD010101**0,,30/08/2023,1725.97,PUE,No definido,MXN
7B7F784546DC4DD186923D698049A174,C**** S****S****,CSS010101**0,T**** H****A****,THV010101**6,,14/03/2023,46828.81,PPD,No definido,MXN
7AB63FD6631C4018B81C42DC2043F3C4,C**** S****S****,CSS010101**0,B**** I****S****,BII010101**1,,02/01/2023,360.18,PUE,No definido,MXN
7909EC1BC27B45FBA17A12D02B204B95,C**** S****S****,CSS010101**0,H**** D****P****,HDS010101**9,,15/03/2023,65248,PPD,No definido,MXN
783771E60480489292F226859A7BF9D5,C**** S****S****,CSS010101**0,T**** T****S****,TTS010101**9,,13/10/2023,111360,PUE,No definido,MXN
780CE316908347DFA0254E336BC5E962,C**** S****S****,CSS010101**0,T**** H****A****,THV010101**6,,15/08/2023,34655.05,PUE,No definido,MXN
77B7E59D7EB54F2597211F6DA1269BE3,C**** S****S****,CSS010101**0,H**** A****Y****,HAA010101**1,,15/08/2023,11241.4,PPD,No definido,MXN
7743124B0C284B9BA225150426BC7271,M**** L****M****,MOR010101**7,C**** S****S****,CSS010101**0,,16/03/2023,3111.6,PUE,No definido,MXN
77022CE1D0D64D05A83A8CAE4F4F3064,J**** J****A****,AEB010101**7,C**** S****S****,CSS010101**0,,15/09/2023,5144.06,PUE,No definido,MXN
76F8C9176FB645FC91345C1202371FEB,S**** B****F****,SBF010101**0,S**** F****E****,SFO010101**2,,05/01/2023,1506.84,PUE,No definido,MXN
76F03F6F637B4AB7AFE96656DC98EE27,J**** A****R****,ROZ010101**2,C**** S****S****,CSS010101**0,,06/11/2023,5619.82,PUE,30/11/2023,MXN
76028C88E8F040C89B5D1FCB46126F6F,S**** B****F****,SBF010101**0,B**** R****S****,BRM010101**6,,04/11/2023,371.2,PUE,30/11/2023,MXN
751F2DB0B3FD4395990B634A92A78679,C**** S****S****,CSS010101**0,G****,GLO010101**1,,16/06/2023,35483.62,PPD,No definido,MXN
73F1D594EDB045DEB823078BF2D75417,J**** A****R****,ROZ010101**2,C**** S****S****,CSS010101**0,,16/03/2023,5631.21,PUE,No definido,MXN
73EF69478A3D4E3DA346CAECB9A9D9FE,C**** S****S****,CSS010101**0,B**** A****S****,BAI010101**8,,02/08/2023,0,PUE,No definido,MXN
7369E285F59311ED923500155D014009,C**** S****S****,CSS010101**0,I****,ICO010101**2,,18/05/2023,35000,PUE,No definido,MXN
72A8971D98D946FDA7BC36ED5A651573,J**** J****A****,AEB010101**7,C**** S****S****,CSS010101**0,,05/04/2023,5134.74,PUE,No definido,MXN
71FCE4FF79034C919ED3D3E3DA8BF1EA,C**** S****S****,CSS010101**0,C**** I****G****,GUF010101**1,,29/09/2023,4950,PUE,No definido,MXN
7172757A23A7477EA30535C99A49ADA2,C**** S****S****,CSS010101**0,C**** G****M****,CGM010101**8,,13/10/2023,33976.4,PUE,No definido,MXN
70514411120E43F18A2A4DE8968883AD,C**** S****S****,CSS010101**0,H**** D****P****,HDS010101**9,,14/04/2023,152094.33,PUE,No definido,MXN
7008FE74D226487F80220310935F15E8,C**** S****S****,CSS010101**0,T**** H****A****,THV010101**6,,15/06/2023,24627.72,PUE,No definido,MXN
6EFD4D06D64D41A9B5F3A785FED4BE12,C**** S****S****,CSS010101**0,E**** A****R****,ROE010101**2,,26/05/2023,1518.1,PUE,No definido,MXN
6EF57910E1DD406FA713DA1431E0C981,D**** M****L****,MAL010101**4,C**** S****S****,CSS010101**0,,16/05/2023,3948.41,PUE,No definido,MXN
6EC44FE6B65241268521E53C92B5344D,J**** J****A****,AEB010101**7,C**** S****S****,CSS010101**0,,15/07/2023,5144.06,PUE,No definido,MXN
6E1F4A56495D49219577DE5E7AF62B63,C**** S****S****,CSS010101**0,G****,GLO010101**1,,27/07/2023,2662.2,PPD,No definido,MXN
6D55B5529E904D158484BA4BCD935022,S**** B****F****,SBF010101**0,B**** S****M****,BSM010101**8,,02/03/2023,810.84,PUE,No definido,MXN
6CB7D67B521947DD882BC97B0A41F4DB,S**** B****F****,SBF010101**0,B**** S****M****,BSM010101**8,,02/11/2023,810.84,PUE,30/11/2023,MXN
6B9FA82E8C724422BB022C5245936526,J**** A****R****,ROZ010101**2,C**** S****S****,CSS010101**0,,02/10/2023,5630.98,PUE,31/10/2023,MXN
6B9788C298CB4FBDA01DE9B61F1DEB39,C**** S****S****,CSS010101**0,H**** A****Y****,HAA010101**1,,12/09/2023,11241.4,PPD,No definido,MXN
6B89157F8645455AAA00F837A8C667D3,C**** S****S****,CSS010101**0,H**** D****P****,HDS010101**9,,31/07/2023,115691.9,PUE,No definido,MXN
6A4E9DF89D1B410989A5662E4F8F1FD1,C**** S****S****,CSS010101**0,P****,PAD010101**3,,12/10/2023,2411.65,PPD,No definido,MXN
6A3C2B53AC4D4B998D535E6F21072B29,C**** S****S****,CSS010101**0,S****,6.84E+08,,23/03/2023,3822,PUE,No definido,MXN
694D3F0CBBC9458A8067101FC50DB268,C**** S****S****,CSS010101**0,T**** E****E****,TEE010101**0,,25/10/2023,15598.78,PUE,31/10/2023,MXN
6917F87A26844BF28FC3A01736CEC59E,V**** H****M****,MOM010101**4,C**** S****S****,CSS010101**0,,31/05/2023,3111.6,PUE,No definido,MXN
69159B86E9D6409CA5725736BC89A05A,S**** B****F****,SBF010101**0,S**** D****T****,STP010101**6,,02/03/2023,4167.76,PPD,No definido,MXN
681CD87AFEB245B5872A3F5D74CFE450,M**** L****M****,MOR010101**7,C**** S****S****,CSS010101**0,,30/06/2023,0,PUE,No definido,MXN
6812C29CD6AD47848FFAC9126BEA04BE,C**** S****S****,CSS010101**0,B**** M****S****,BMI010101**A,,05/05/2023,0,PUE,No definido,MXN
678D71FC51344F6FAE805193204E6A42,C**** S****S****,CSS010101**0,S**** G****A****,SGD010101**1,,31/10/2023,40244.26,PPD,No definido,MXN
66034C7DDB414A5ABD7908AA5991A168,C**** S****S****,CSS010101**0,B**** M****S****,BMI010101**A,,07/01/2023,0,PUE,No definido,MXN
65E4044436E6490BB3FEF5196B3AE5B0,C**** S****S****,CSS010101**0,B**** A****S****,BAI010101**8,,02/03/2023,0,PUE,No definido,MXN
6597FB3014E34FF49ACF556A972A1ED8,C**** S****S****,CSS010101**0,B**** N****D****,BNM010101**1,,03/08/2023,0,PUE,No definido,MXN
64F5820A01554E3F8337778B55CB153D,M**** L****M****,MOR010101**7,C**** S****S****,CSS010101**0,,03/05/2023,622.32,PUE,No definido,MXN
6474E15AAC62457999BCAA13843DA74C,C**** S****S****,CSS010101**0,B**** N****D****,BNM010101**1,,02/01/2023,0,PUE,No definido,MXN
63AE6FC1ECB449848686CD764DA56E76,M**** L****M****,MOR010101**7,C**** S****S****,CSS010101**0,,15/09/2023,3111.6,PUE,No definido,MXN
637E752441FF4F518884E9E6ACF6A084,C**** S****S****,CSS010101**0,T**** H****A****,THV010101**6,,15/08/2023,20245.98,PUE,No definido,MXN
635C345FF7D046B5BE83DC2C92467257,C**** S****S****,CSS010101**0,T**** T****S****,TTS010101**9,,17/10/2023,20300,PUE,No definido,MXN
63535E446ABA414BA985A2AA0D450084,C**** S****S****,CSS010101**0,B**** M****S****,BMI010101**A,,06/04/2023,284.2,PUE,No definido,MXN
60DFE80BD94C4E8685B09A4E2E32B55E,S**** B****F****,SBF010101**0,S****,STE010101**8,,01/03/2023,5800,PPD,No definido,MXN
5F6713C52CFC470BACDB545443F6E2FD,C**** S****S****,CSS010101**0,H**** D****P****,HDS010101**9,,12/10/2023,114939.19,PPD,No definido,MXN
5EC13E3784C55AC7B2A4E23E6D4F2599,S**** B****F****,SBF010101**0,S**** F****E****,SFO010101**2,,28/08/2023,1506.84,PUE,No definido,MXN
5EACC5946AC64BBC8A3E57A91FF53544,R**** M****T****,MOT010101**1,C**** S****S****,CSS010101**0,,16/06/2023,5427.53,PUE,No definido,MXN
5E9CBF51F5524B199CF08FC128408E30,C**** S****S****,CSS010101**0,T**** T****S****,TTS010101**9,,18/09/2023,80194.11,PUE,No definido,MXN
5E6DE25BDCF4455AB8EB66C97A3FE59B,J**** A****R****,ROZ010101**2,C**** S****S****,CSS010101**0,,08/08/2023,5619.82,PUE,No definido,MXN
5E2A3FD75F6E413D97D352D8E5E4182C,C**** S****S****,CSS010101**0,D**** E****M****,DEM010101**9,,28/10/2023,880.85,PUE,31/10/2023,MXN
5D0893601ECF4563A84C84C5A5687272,D**** M****L****,MAL010101**4,C**** S****S****,CSS010101**0,,16/06/2023,3948.41,PUE,No definido,MXN
5CEC326DF4FC40548B7EBD1BB217AF23,J**** A****R****,ROZ010101**2,C**** S****S****,CSS010101**0,,16/08/2023,5630.98,PUE,No definido,MXN
5C7AFE6750E94A76B6E6D98CD9268032,C**** S****S****,CSS010101**0,G****,GLO010101**1,,13/04/2023,41239.16,PPD,No definido,MXN
5BF22413BE814313834C2E65EF6CE53C,C**** S****S****,CSS010101**0,T**** H****A****,THV010101**6,,29/06/2023,34654.71,PUE,No definido,MXN
5B72B89336CE4A358CFF58969DC0A2EE,V**** H****M****,MOM010101**4,C**** S****S****,CSS010101**0,,16/06/2023,3111.6,PUE,No definido,MXN
5A73460CD8EA4D6CBA55B51D1A134C1C,C**** S****S****,CSS010101**0,B**** N****D****,BNM010101**1,,01/05/2023,0,PUE,No definido,MXN
59FD6589E3B944B99B90D53AD0FF27F4,C**** S****S****,CSS010101**0,T**** H****A****,THV010101**6,,15/03/2023,246015.1,PUE,No definido,MXN
59CFEC83596B4A0C8F6149537595A99F,R**** M****T****,MOT010101**1,C**** S****S****,CSS010101**0,,15/09/2023,5427.53,PUE,No definido,MXN
58F5F710D4BE57D1A359D08C7EDCA6BC,S**** B****F****,SBF010101**0,S**** F****E****,SFO010101**2,,30/10/2023,1506.84,PUE,31/10/2023,MXN
57AFB352C8574EDEB318F641E860F5EC,C**** S****S****,CSS010101**0,B**** I****S****,BII010101**1,,02/07/2023,454.14,PUE,No definido,MXN
56B7B3AC23E5403A8737AAFD5EA32B51,A**** I****E****,EOR010101**1,C**** S****S****,CSS010101**0,,28/02/2023,3111.6,PUE,No definido,MXN
55C7FBC9629F443284CDF1026BBDC1E1,S**** B****F****,SBF010101**0,S**** D****T****,STP010101**6,,02/10/2023,3979.38,PPD,No definido,MXN
559FBECA880A481AA0F472B471A331A2,C**** S****S****,CSS010101**0,C**** G****M****,CGM010101**8,,29/06/2023,114492,PUE,No definido,MXN
544F4288E45B456BB5F773501D2FD07C,M**** L****M****,MOR010101**7,C**** S****S****,CSS010101**0,,16/08/2023,3111.6,PUE,No definido,MXN
541F41A44BE84DBCB764C2794BA99C5F,J**** A****R****,ROZ010101**2,C**** S****S****,CSS010101**0,,15/09/2023,5630.98,PUE,No definido,MXN
5292614A654C5DC683D70DA0015CFB73,C**** S****S****,CSS010101**0,I****,IZA010101**2,,02/08/2023,3306,PUE,No definido,MXN
51E70705160A46D98DB1320274DFF9A0,M**** L****M****,MOR010101**7,C**** S****S****,CSS010101**0,,01/02/2023,3146.71,PUE,No definido,MXN
5064040A28D84B8EA4CB080DF73237C6,C**** S****S****,CSS010101**0,B**** I****S****,BII010101**1,,02/06/2023,146.16,PUE,No definido,MXN
5005A5DAF92F4A548CC22A6FC8BC7752,C**** S****S****,CSS010101**0,T**** H****A****,THV010101**6,,15/06/2023,34654.71,PUE,No definido,MXN
4F691F510EF64FC5B287BC0165DA385D,V**** H****M****,MOM010101**4,C**** S****S****,CSS010101**0,,06/11/2023,3111.6,PUE,30/11/2023,MXN
4EBCB606B55A4B7CB6EA9D41E1476673,C**** S****S****,CSS010101**0,T**** H****A****,THV010101**6,,25/05/2023,29673.33,PPD,No definido,MXN
4D9F3055007B4B62BB833991F33FB5E7,M**** L****M****,MOR010101**7,C**** S****S****,CSS010101**0,,16/06/2023,0,PUE,No definido,MXN
4D5230D13FE24C5E9A8D560C92F8AFF9,M**** L****M****,MOR010101**7,C**** S****S****,CSS010101**0,,16/01/2023,3076.5,PUE,No definido,MXN
4CC573C26EF04751A0729B073CB35D64,C**** S****S****,CSS010101**0,T**** H****A****,THV010101**6,,14/04/2023,31261.99,PUE,No definido,MXN
4C9F7504D59C4B64B1D97C7F9DE90CB2,R**** M****T****,MOT010101**1,C**** S****S****,CSS010101**0,,16/02/2023,5428.47,PUE,No definido,MXN
4B7343F8561942A5A87ECC9A87CB037C,C**** S****S****,CSS010101**0,R**** A****D****,RAD010101**2,,15/04/2023,1450,PUE,No definido,MXN
4B573B20A1844FCCB224FEB4CC86E433,S**** B****F****,SBF010101**0,S**** D****T****,STP010101**6,,04/04/2023,4171.24,PPD,No definido,MXN
4B16247F8DAB4AD6A0638B12C0FDBB5D,C**** S****S****,CSS010101**0,T**** E****E****,TEE010101**0,,31/07/2023,91176,PUE,No definido,MXN
4A68FC62C7B940F6A426B1D30485FB20,M**** L****M****,MOR010101**7,C**** S****S****,CSS010101**0,,08/08/2023,3111.6,PUE,No definido,MXN
49B8A4DFCD4348FC9844F5AFB1E25A17,J**** J****A****,AEB010101**7,C**** S****S****,CSS010101**0,,16/10/2023,5144.06,PUE,31/10/2023,MXN
48EDACD5239C4207B1DBF8B99F918741,C**** S****S****,CSS010101**0,B**** A****S****,BAI010101**8,,03/04/2023,0,PUE,No definido,MXN
48D7BEBF68B348CB937E5A25780E3FCE,C**** S****S****,CSS010101**0,D**** E****M****,DEM010101**9,,30/03/2023,874.08,PUE,No definido,MXN
480C842877524F72A32B2D1B6CE98CAC,R**** M****T****,MOT010101**1,C**** S****S****,CSS010101**0,,16/01/2023,5427.12,PUE,No definido,MXN
47FDB2680469460EB144B45092DF36BA,C**** S****S****,CSS010101**0,J**** C****S****,SOC010101**8,,09/01/2023,30160,PUE,No definido,MXN
47B4ECCE924541079DC9035DC4FF0FE0,C**** S****S****,CSS010101**0,I**** S****D****,IZA010101**2,,01/03/2023,2201.1,PPD,No definido,MXN
47A8AB2C7761481EBB19CBB1EDF52993,A**** I****E****,EOR010101**1,C**** S****S****,CSS010101**0,,16/05/2023,3111.6,PUE,No definido,MXN
47994F3E23424472BCF6453331804237,C**** S****S****,CSS010101**0,S**** G****A****,SGD010101**1,,29/09/2023,20248.83,PUE,No definido,MXN
47606C0CAAE34864931F122CBC4665E1,D**** M****L****,MAL010101**4,C**** S****S****,CSS010101**0,,15/09/2023,3947.84,PUE,No definido,MXN
4732D164B82C5FA88D00F580DBE0C7E9,S**** B****F****,SBF010101**0,S**** F****E****,SFO010101**2,,07/11/2023,2086.84,PUE,30/11/2023,MXN
467F80D1245A4358995A80F614D81F3A,C**** S****S****,CSS010101**0,L**** A****R****,ROL010101**0,,04/10/2023,371.2,PUE,No definido,MXN
45EE57477A254C36B064A6A494D04A24,C**** S****S****,CSS010101**0,P****,PAD010101**3,,14/04/2023,2411.65,PUE,No definido,MXN
45016D57C97844B095727D0798C79DFF,C**** S****S****,CSS010101**0,C**** G****M****,CGM010101**8,,31/07/2023,47641.64,PUE,No definido,MXN
43DC290DF46A4AB2A9AF0B2A568FAE8D,C**** S****S****,CSS010101**0,G****,GLO010101**1,,01/11/2023,33621.82,PPD,No definido,MXN
43DB8D289ADD427DBD9A230079D4F207,S**** B****F****,SBF010101**0,B**** R****S****,BRM010101**6,,03/10/2023,371.2,PUE,31/10/2023,MXN
43CBDEBA83B74FC1B76F5F1E517E7682,C**** S****S****,CSS010101**0,T**** E****E****,TEE010101**0,,31/08/2023,68324,PUE,No definido,MXN
43169E1E9EC349EBA72E5E99CA6CF9E9,C**** S****S****,CSS010101**0,H**** D****P****,HDS010101**9,,31/10/2023,63039.21,PPD,No definido,MXN
42BF72CC6E0A4D49A2292803D8C46AF9,C**** S****S****,CSS010101**0,L**** A****R****,ROL010101**0,,29/09/2023,1067.2,PUE,No definido,MXN
4132AED7AB8C46F28931EB0052ED1627,C**** S****S****,CSS010101**0,H**** D****P****,HDS010101**9,,30/08/2023,115704.86,PUE,No definido,MXN
40832015F11D43D3AA20D111BBA3112B,V**** H****M****,MOM010101**4,C**** S****S****,CSS010101**0,,03/05/2023,3111.6,PUE,No definido,MXN
3FFC8E4B3F7B4DC19152A2489B0693D4,C**** S****S****,CSS010101**0,H**** D****P****,HDS010101**9,,15/05/2023,59930.8,PUE,No definido,MXN
